0.0,0.0,0.0,1.0,0.0,2.0,5.0,3.0,1.0,0.0,0.0,10.35888225950977,7.869396953682626
1.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,14.762367977120324,13.353685174037926
1.0,1.0,0.0,0.0,3.0,0.0,4.0,4.0,1.0,1.0,0.0,15.919168780630724,67.64238620995518
0.0,0.0,1.0,0.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,17.87498180011267,73.32360088481352
1.0,1.0,0.0,0.0,5.0,1.0,4.0,4.0,0.0,1.0,0.0,9.769051038146795,61.48190851894464
0.0,0.0,1.0,1.0,3.0,2.0,4.0,4.0,1.0,1.0,0.0,11.229899660482378,63.11867216672887
1.0,1.0,0.0,1.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,9.23890286575378,70.25874708583977
1.0,0.0,1.0,1.0,2.0,0.0,3.0,3.0,1.0,1.0,0.0,4.391230746685158,54.36691873958745
1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,8.084723337009388,59.93397844759927
1.0,0.0,1.0,0.0,0.0,1.0,4.0,4.0,1.0,1.0,0.0,17.04083155032359,65.17311918578085
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,8.687146347663392,56.77016576918924
0.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,4.702154396281109,58.45970890996476
0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,1.0,1.0,1.0,0.6341631276798161,65.53628322602914
1.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,8.208897364241055,61.65892958238668
1.0,1.0,1.0,1.0,4.0,5.0,1.0,4.0,0.0,0.0,1.0,3.8159999972674576,67.64363814312641
0.0,0.0,1.0,0.0,5.0,2.0,4.0,4.0,1.0,0.0,1.0,3.66610409632451,56.32548635350421
0.0,0.0,0.0,1.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,19.68205447047397,71.91204170603183
1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,8.54619324450307,56.46345806825921
0.0,1.0,0.0,1.0,2.0,5.0,2.0,2.0,0.0,1.0,0.0,20.46790745485263,73.79165481646774
1.0,0.0,1.0,0.0,4.0,5.0,2.0,2.0,1.0,1.0,0.0,1.5290108495177774,51.17383496926495
1.0,1.0,0.0,1.0,2.0,2.0,5.0,5.0,0.0,1.0,0.0,8.492403415431996,62.32174156887854
0.0,1.0,1.0,0.0,5.0,4.0,1.0,5.0,1.0,0.0,0.0,14.91367802873351,67.29178658474757
1.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,15.484702428196634,71.2941515586771
1.0,0.0,1.0,1.0,2.0,5.0,3.0,3.0,0.0,0.0,1.0,6.634191954895195,63.8118307586568
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.917238377593625,61.109934066092976
0.0,0.0,0.0,1.0,5.0,4.0,4.0,3.0,1.0,0.0,0.0,12.530904489796612,63.63037012136762
1.0,1.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,8.217937700279128,57.78094006957614
1.0,1.0,0.0,1.0,1.0,0.0,5.0,5.0,0.0,1.0,1.0,17.180006438130025,69.99973551198579
1.0,1.0,1.0,0.0,5.0,2.0,4.0,2.0,1.0,0.0,0.0,2.193946406430345,56.659027455762185
0.0,0.0,1.0,1.0,3.0,5.0,3.0,3.0,0.0,0.0,1.0,-1.9391003866008427,69.77714079161328
0.0,0.0,1.0,1.0,3.0,5.0,0.0,1.0,0.0,1.0,0.0,10.491752127374282,67.88148273030913
1.0,1.0,1.0,0.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,17.732186684266562,74.57099775127223
0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,1.0,1.0,3.173111809829773,58.748051992927046
1.0,1.0,1.0,0.0,1.0,5.0,0.0,1.0,1.0,1.0,1.0,12.307992828701067,61.535987218436944
0.0,1.0,1.0,1.0,5.0,2.0,5.0,2.0,0.0,1.0,1.0,5.48777670788804,60.22847362492604
0.0,1.0,1.0,0.0,4.0,3.0,4.0,4.0,0.0,0.0,0.0,6.99767845341483,72.7513150279315
0.0,0.0,1.0,1.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,17.491402322506097,72.11634091134613
0.0,0.0,1.0,1.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,19.65327419031446,70.61783223721179
0.0,1.0,1.0,0.0,5.0,0.0,5.0,5.0,1.0,1.0,1.0,7.422258653342681,58.69225783367474
1.0,0.0,0.0,1.0,3.0,2.0,0.0,3.0,1.0,1.0,1.0,15.156916199560936,65.4569234497012
0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,19.20928290894214,75.06341529019475
1.0,1.0,0.0,0.0,5.0,3.0,1.0,1.0,0.0,1.0,0.0,7.6506330056193725,59.72463005568098
