0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,17.249894788216224,19.63617801627004
0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,11.093272821025051,17.455934806413197
0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,9.157637220498524,17.021612935399986
0.0,1.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,-4.251189155597491,12.357870802847454
0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.5584471856429545,14.19682422494347
0.0,0.0,1.0,0.0,0.0,5.0,2.0,4.0,0.0,0.0,1.0,15.836790288130144,19.72305108335245
0.0,1.0,1.0,0.0,0.0,2.0,5.0,4.0,0.0,0.0,0.0,-0.2951075624169883,14.269085775905191
0.0,0.0,1.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,10.85287851775804,17.671826117050284
0.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0318383380570673,13.948673713298849
0.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,-3.2032792315697307,12.779489412365889
0.0,0.0,1.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,1.0,-2.31443010979285,13.555525549796023
0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,-4.85740576377549,11.998899293117484
0.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,1.0,12.535759237119644,18.42896849607117
0.0,0.0,1.0,1.0,0.0,1.0,4.0,3.0,0.0,0.0,1.0,-0.465584427819401,14.106553537531047
0.0,0.0,0.0,1.0,0.0,5.0,2.0,2.0,0.0,0.0,1.0,0.3520623114038086,14.22739091802972
0.0,1.0,0.0,1.0,0.0,4.0,2.0,2.0,0.0,0.0,1.0,-4.068633058109637,12.643314648299867
0.0,0.0,1.0,1.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,-0.2515557340902266,14.665623835861716
0.0,0.0,0.0,1.0,0.0,3.0,2.0,4.0,0.0,0.0,1.0,14.104340379698034,18.9030854587495
0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,1.0,0.5861951349953811,14.179530538151894
0.0,0.0,0.0,1.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,17.903300597253494,20.37992804672896
